State,County,County Type,Issuer Name,Metal Level,Plan Type,Rating Area,Premium Child,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30,Premium Adult Individual Age 40,Premium Adult Individual Age 50,Premium Adult Individual Age 60,Premium Couple 21  ,Premium Couple 30,Premium Couple 40,Premium Couple 50,Premium Couple 60,"Couple+1 child, Age 21","Couple+1 child, Age 30","Couple+1 child, Age 40","Couple+1 child, Age 50","Couple+2 children, Age 21","Couple+2 children, Age 30","Couple+2 children, Age 40","Couple+2 children, Age 50","Couple+3 or more Children, Age 21","Couple+3 or more Children, Age 30","Couple+3 or more Children, Age 40","Couple+3 or more Children, Age 50","Individual+1 child, Age 21","Individual+1 child, Age 30","Individual+1 child, Age 40","Individual+1 child, Age 50","Individual+2 children, Age 21","Individual+2 children, Age 30","Individual+2 children, Age 40","Individual+2 children, Age 50","Individual+3 or more children, Age 21","Individual+3 or more children, Age 30","Individual+3 or more children, Age 40","Individual+3 or more children, Age 50",Medical Deductible - individual - standard,Drug Deductible - individual - standard,Medical Deductible -family - standard,Drug Deductible - family - standard,Medical Maximum Out Of Pocket - individual - standard,Medical Maximum Out of Pocket - family - standard,Unemployment numerator,Unemployment denominator,Uninsured adults numerator,Uninsured adults denominator,Uninsured children numerator,Uninsured children denominator,Primary care physicians numerator,Primary care physicians denominator,Per capita income,Median household income,Median family income,Population
IL,FAYETTE,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 13,137.83,217.05,227.47,246.35,277.39,387.65,589.07,434.1,492.7,554.78,775.3,1178.14,571.93,630.53,692.61,913.13,709.76,768.36,830.44,1050.96,847.59,906.19,968.27,1188.79,354.88,384.18,415.22,525.48,492.71,522.01,553.04,663.31,630.54,659.84,690.88,801.14,4000,0,8000,0,6250,12500,519,9810,1025,11575,140,4657,3,21784,21663.0,41269.0,51216.0,22140.0
IL,FORD,Urban,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 9,105.81,166.63,174.63,189.13,212.96,297.61,452.25,333.26,378.26,425.92,595.22,904.5,439.07,484.07,531.73,701.03,544.88,589.88,637.54,806.84,650.69,695.69,743.35,912.65,272.44,294.94,318.77,403.42,378.25,400.75,424.58,509.23,484.06,506.56,530.39,615.04,5000,0,12700,0,6250,12700,305,6334,584,7679,86,3168,10,13280,23401.0,48667.0,62819.0,14081.0
IL,FORD,Urban,Coventry Health Care,Bronze,PPO,Rating Area 9,111.57,175.7,184.13,199.42,224.54,313.8,476.85,351.4,398.84,449.08,627.6,953.7,462.96,510.4,560.65,739.17,574.54,621.98,672.22,850.74,686.1,733.55,783.79,962.31,287.27,310.99,336.11,425.37,398.84,422.55,447.67,536.94,510.4,534.13,559.25,648.51,5600,0,11200,0,6350,12700,305,6334,584,7679,86,3168,10,13280,23401.0,48667.0,62819.0,14081.0
IL,FORD,Urban,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 9,117.13,184.45,193.31,209.36,235.73,329.44,500.61,368.9,418.72,471.46,658.88,1001.22,486.03,535.85,588.58,776.01,603.16,652.98,705.72,893.14,720.29,770.11,822.84,1010.27,301.58,326.49,352.86,446.57,418.71,443.62,469.99,563.7,535.83,560.75,587.12,680.82,3150,0,6300,0,6350,12700,305,6334,584,7679,86,3168,10,13280,23401.0,48667.0,62819.0,14081.0
IL,FORD,Urban,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 9,131.41,206.95,216.89,234.89,264.48,369.61,561.66,413.9,469.78,528.96,739.22,1123.32,545.31,601.19,660.38,870.64,676.74,732.61,791.8,1002.06,808.16,864.04,923.22,1133.48,338.37,366.3,395.9,501.03,469.78,497.72,527.31,632.45,601.21,629.15,658.74,763.87,4000,0,8000,0,6250,12500,305,6334,584,7679,86,3168,10,13280,23401.0,48667.0,62819.0,14081.0
IL,FRANKLIN,Urban,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 13,110.35,173.78,182.12,197.24,222.09,310.38,471.65,347.56,394.48,444.18,620.76,943.3,457.9,504.83,554.53,731.11,568.26,615.18,664.88,841.46,678.6,725.53,775.23,951.81,284.13,307.59,332.44,420.73,394.48,417.94,442.78,531.07,504.82,528.29,553.14,641.42,5000,0,12700,0,6250,12700,1049,17065,1891,22298,211,8952,13,39041,18504.0,34381.0,43170.0,39561.0
IL,FRANKLIN,Urban,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 13,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,1049,17065,1891,22298,211,8952,13,39041,18504.0,34381.0,43170.0,39561.0
IL,FRANKLIN,Urban,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 13,137.83,217.05,227.47,246.35,277.39,387.65,589.07,434.1,492.7,554.78,775.3,1178.14,571.93,630.53,692.61,913.13,709.76,768.36,830.44,1050.96,847.59,906.19,968.27,1188.79,354.88,384.18,415.22,525.48,492.71,522.01,553.04,663.31,630.54,659.84,690.88,801.14,4000,0,8000,0,6250,12500,1049,17065,1891,22298,211,8952,13,39041,18504.0,34381.0,43170.0,39561.0
IL,FULTON,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 7,108.81,171.35,179.58,194.48,218.99,306.04,465.05,342.7,388.96,437.98,612.08,930.1,451.51,497.77,546.79,720.89,560.31,606.57,655.6,829.7,669.13,715.39,764.41,938.51,280.15,303.28,327.8,414.85,388.97,412.1,436.61,523.66,497.78,520.91,545.42,632.47,5000,0,12700,0,6250,12700,951,15224,1465,18841,190,7148,11,35110,20309.0,41268.0,50596.0,37069.0
IL,FULTON,Rural,Coventry Health Care,Bronze,PPO,Rating Area 7,99.84,157.22,164.78,178.46,200.94,280.82,426.73,314.45,356.92,401.88,561.64,853.46,414.29,456.76,501.72,661.48,514.14,556.6,601.55,761.31,613.98,656.44,701.4,861.16,257.07,278.3,300.77,380.65,356.9,378.14,400.62,480.5,456.75,477.98,500.46,580.33,5600,0,11200,0,6350,12700,951,15224,1465,18841,190,7148,11,35110,20309.0,41268.0,50596.0,37069.0
IL,FULTON,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 7,112.2,176.69,185.17,200.54,225.81,315.57,479.53,353.38,401.08,451.62,631.14,959.06,465.58,513.28,563.82,743.34,577.78,625.48,676.02,855.54,689.98,737.68,788.22,967.74,288.89,312.74,338.01,427.77,401.09,424.94,450.21,539.97,513.29,537.14,562.41,652.17,3150,0,6300,0,6350,12700,951,15224,1465,18841,190,7148,11,35110,20309.0,41268.0,50596.0,37069.0
IL,FULTON,Rural,Humana Insurance Company,Bronze,PPO,Rating Area 7,127.64,201.02,210.65,228.14,256.88,359.0,545.54,402.04,456.28,513.76,718.0,1091.09,529.68,583.91,641.4,845.64,657.32,711.56,769.04,973.28,784.96,839.2,896.68,1100.92,328.66,355.78,384.52,486.64,456.3,483.41,512.16,614.28,583.94,611.05,639.79,741.92,6300,0,12600,0,6300,12600,951,15224,1465,18841,190,7148,11,35110,20309.0,41268.0,50596.0,37069.0
IL,FULTON,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 7,128.59,202.5,212.22,229.84,258.8,361.66,549.58,405.0,459.68,517.6,723.32,1099.16,533.59,588.27,646.19,851.91,662.18,716.86,774.78,980.5,790.77,845.45,903.37,1109.09,331.09,358.43,387.39,490.25,459.68,487.02,515.98,618.84,588.27,615.61,644.56,747.43,4000,0,8000,0,6250,12500,951,15224,1465,18841,190,7148,11,35110,20309.0,41268.0,50596.0,37069.0
IL,GALLATIN,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 13,110.35,173.78,182.12,197.24,222.09,310.38,471.65,347.56,394.48,444.18,620.76,943.3,457.9,504.83,554.53,731.11,568.26,615.18,664.88,841.46,678.6,725.53,775.23,951.81,284.13,307.59,332.44,420.73,394.48,417.94,442.78,531.07,504.82,528.29,553.14,641.42,5000,0,12700,0,6250,12700,140,2434,229,2847,31,1077,1,5080,21537.0,38003.0,48892.0,5589.0
IL,GALLATIN,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 13,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,140,2434,229,2847,31,1077,1,5080,21537.0,38003.0,48892.0,5589.0
IL,GALLATIN,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 13,137.83,217.05,227.47,246.35,277.39,387.65,589.07,434.1,492.7,554.78,775.3,1178.14,571.93,630.53,692.61,913.13,709.76,768.36,830.44,1050.96,847.59,906.19,968.27,1188.79,354.88,384.18,415.22,525.48,492.71,522.01,553.04,663.31,630.54,659.84,690.88,801.14,4000,0,8000,0,6250,12500,140,2434,229,2847,31,1077,1,5080,21537.0,38003.0,48892.0,5589.0
IL,GREENE,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 11,100.71,158.6,166.21,180.01,202.69,283.25,430.43,317.2,360.02,405.38,566.5,860.86,417.9,460.72,506.09,667.21,518.62,561.43,606.79,767.92,619.32,662.15,707.51,868.63,259.31,280.71,303.39,383.96,360.02,381.42,404.11,484.66,460.73,482.14,504.82,585.38,5000,0,12700,0,6250,12700,295,6015,591,7672,86,2881,3,13174,22107.0,41450.0,52049.0,13886.0
IL,GREENE,Rural,Coventry Health Care,Bronze,PPO,Rating Area 11,131.91,207.74,217.72,235.79,265.5,371.03,563.82,415.48,471.58,531.0,742.06,1127.64,547.4,603.5,662.92,873.97,679.31,735.42,794.83,1005.89,811.24,867.33,926.76,1137.82,339.65,367.71,397.41,502.94,471.58,499.63,529.33,634.86,603.5,631.54,661.26,766.79,5600,0,11200,0,6350,12700,295,6015,591,7672,86,2881,3,13174,22107.0,41450.0,52049.0,13886.0
IL,GREENE,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 11,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,295,6015,591,7672,86,2881,3,13174,22107.0,41450.0,52049.0,13886.0
IL,GREENE,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 11,116.3,183.15,191.94,207.87,234.06,327.1,497.05,366.3,415.74,468.12,654.2,994.1,482.6,532.04,584.41,770.5,598.9,648.34,700.72,886.8,715.2,764.64,817.02,1003.1,299.45,324.17,350.36,443.4,415.75,440.47,466.65,559.7,532.04,556.77,582.96,676.0,4000,0,8000,0,6250,12500,295,6015,591,7672,86,2881,3,13174,22107.0,41450.0,52049.0,13886.0
IL,GRUNDY,Urban,Aetna,Bronze,PPO,Rating Area 4,160.0,252.0,264.0,286.0,322.0,450.0,684.0,504.0,572.0,644.0,900.0,1368.0,664.0,732.0,804.0,1060.0,824.0,892.0,964.0,1220.0,984.0,1052.0,1124.0,1380.0,412.0,446.0,482.0,610.0,572.0,606.0,642.0,770.0,732.0,766.0,802.0,930.0,5750,0,11500,0,6350,12700,1183,25255,1917,30814,294,13481,16,50586,27895.0,64297.0,75000.0,50063.0
IL,GRUNDY,Urban,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 4,112.35,176.94,185.43,200.82,226.12,316.01,480.21,353.88,401.64,452.24,632.02,960.42,466.23,513.99,564.59,744.37,578.57,626.33,676.94,856.72,690.93,738.68,789.29,969.06,289.28,313.16,338.47,428.36,401.64,425.52,450.82,540.71,513.99,537.86,563.16,653.05,5000,0,12700,0,6250,12700,1183,25255,1917,30814,294,13481,16,50586,27895.0,64297.0,75000.0,50063.0
IL,GRUNDY,Urban,Coventry Health Care,Bronze,PPO,Rating Area 4,111.95,176.3,184.76,200.1,225.31,314.87,478.48,352.6,400.2,450.62,629.74,956.96,464.55,512.15,562.57,741.69,576.5,624.1,674.52,853.64,688.45,736.05,786.47,965.59,288.25,312.05,337.26,426.82,400.2,424.0,449.21,538.77,512.15,535.95,561.16,650.72,5600,0,11200,0,6350,12700,1183,25255,1917,30814,294,13481,16,50586,27895.0,64297.0,75000.0,50063.0
IL,GRUNDY,Urban,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 4,131.91,207.75,217.73,235.8,265.51,371.05,563.85,415.5,471.6,531.02,742.1,1127.7,547.41,603.52,662.93,874.02,679.33,735.44,794.85,1005.94,811.26,867.36,926.78,1137.86,339.66,367.72,397.42,502.97,471.59,499.64,529.34,634.89,603.51,631.55,661.27,766.81,3150,0,6300,0,6350,12700,1183,25255,1917,30814,294,13481,16,50586,27895.0,64297.0,75000.0,50063.0
IL,GRUNDY,Urban,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 4,137.16,216.01,226.38,245.17,276.06,385.79,586.25,432.02,490.34,552.12,771.58,1172.5,569.18,627.51,689.29,908.75,706.35,764.68,826.46,1045.92,843.53,901.84,963.63,1183.09,353.17,382.34,413.23,522.96,490.34,519.51,550.4,660.13,627.52,656.68,687.56,797.3,4000,0,8000,0,6250,12500,1183,25255,1917,30814,294,13481,16,50586,27895.0,64297.0,75000.0,50063.0
IL,HAMILTON,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 13,110.35,173.78,182.12,197.24,222.09,310.38,471.65,347.56,394.48,444.18,620.76,943.3,457.9,504.83,554.53,731.11,568.26,615.18,664.88,841.46,678.6,725.53,775.23,951.81,284.13,307.59,332.44,420.73,394.48,417.94,442.78,531.07,504.82,528.29,553.14,641.42,5000,0,12700,0,6250,12700,196,4493,325,4612,42,1876,4,8194,21602.0,35032.0,50878.0,8457.0
IL,HAMILTON,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 13,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,196,4493,325,4612,42,1876,4,8194,21602.0,35032.0,50878.0,8457.0
IL,HAMILTON,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 13,137.83,217.05,227.47,246.35,277.39,387.65,589.07,434.1,492.7,554.78,775.3,1178.14,571.93,630.53,692.61,913.13,709.76,768.36,830.44,1050.96,847.59,906.19,968.27,1188.79,354.88,384.18,415.22,525.48,492.71,522.01,553.04,663.31,630.54,659.84,690.88,801.14,4000,0,8000,0,6250,12500,196,4493,325,4612,42,1876,4,8194,21602.0,35032.0,50878.0,8457.0
IL,HANCOCK,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 6,97.9,154.16,161.57,174.98,197.03,275.33,418.41,308.33,349.96,394.06,550.67,836.82,406.24,447.86,491.96,648.57,504.14,545.76,589.86,746.48,602.04,643.66,687.76,844.38,252.07,272.88,294.93,373.24,349.97,370.78,392.83,471.14,447.87,468.68,490.73,569.04,5000,0,12700,0,6250,12700,400,8469,679,10065,102,3945,4,18020,22885.0,42857.0,55162.0,19104.0
IL,HANCOCK,Rural,Coventry Health Care,Bronze,PPO,Rating Area 6,131.07,206.42,216.32,234.28,263.8,368.66,560.21,412.84,468.56,527.6,737.32,1120.42,543.91,599.63,658.67,868.39,674.98,730.7,789.74,999.46,806.05,861.77,920.81,1130.53,337.49,365.35,394.87,499.73,468.55,496.41,525.94,630.79,599.63,627.49,657.01,761.87,5600,0,11200,0,6350,12700,400,8469,679,10065,102,3945,4,18020,22885.0,42857.0,55162.0,19104.0
IL,HANCOCK,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 6,131.91,207.75,217.73,235.8,265.51,371.05,563.85,415.5,471.6,531.02,742.1,1127.7,547.41,603.52,662.93,874.02,679.33,735.44,794.85,1005.94,811.26,867.36,926.78,1137.86,339.66,367.72,397.42,502.97,471.59,499.64,529.34,634.89,603.51,631.55,661.27,766.81,3150,0,6300,0,6350,12700,400,8469,679,10065,102,3945,4,18020,22885.0,42857.0,55162.0,19104.0
IL,HANCOCK,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 6,113.55,178.81,187.4,202.95,228.52,319.36,485.29,357.62,405.9,457.04,638.72,970.58,471.17,519.44,570.59,752.27,584.72,633.0,684.14,865.82,698.27,746.55,797.69,979.37,292.36,316.5,342.07,432.91,405.9,430.04,455.62,546.46,519.46,543.59,569.16,660.01,4000,0,8000,0,6250,12500,400,8469,679,10065,102,3945,4,18020,22885.0,42857.0,55162.0,19104.0
IL,HARDIN,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 13,110.35,173.78,182.12,197.24,222.09,310.38,471.65,347.56,394.48,444.18,620.76,943.3,457.9,504.83,554.53,731.11,568.26,615.18,664.88,841.46,678.6,725.53,775.23,951.81,284.13,307.59,332.44,420.73,394.48,417.94,442.78,531.07,504.82,528.29,553.14,641.42,5000,0,12700,0,6250,12700,105,1343,191,2212,22,722,4,4046,18515.0,27578.0,38576.0,4320.0
IL,HARDIN,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 13,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,105,1343,191,2212,22,722,4,4046,18515.0,27578.0,38576.0,4320.0
IL,HARDIN,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 13,137.83,217.05,227.47,246.35,277.39,387.65,589.07,434.1,492.7,554.78,775.3,1178.14,571.93,630.53,692.61,913.13,709.76,768.36,830.44,1050.96,847.59,906.19,968.27,1188.79,354.88,384.18,415.22,525.48,492.71,522.01,553.04,663.31,630.54,659.84,690.88,801.14,4000,0,8000,0,6250,12500,105,1343,191,2212,22,722,4,4046,18515.0,27578.0,38576.0,4320.0
IL,HENDERSON,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 6,97.9,154.16,161.57,174.98,197.03,275.33,418.41,308.33,349.96,394.06,550.67,836.82,406.24,447.86,491.96,648.57,504.14,545.76,589.86,746.48,602.04,643.66,687.76,844.38,252.07,272.88,294.93,373.24,349.97,370.78,392.83,471.14,447.87,468.68,490.73,569.04,5000,0,12700,0,6250,12700,183,3664,337,3876,51,1297,0,6795,22492.0,43450.0,55154.0,7331.0
IL,HENDERSON,Rural,Coventry Health Care,Bronze,PPO,Rating Area 6,131.07,206.42,216.32,234.28,263.8,368.66,560.21,412.84,468.56,527.6,737.32,1120.42,543.91,599.63,658.67,868.39,674.98,730.7,789.74,999.46,806.05,861.77,920.81,1130.53,337.49,365.35,394.87,499.73,468.55,496.41,525.94,630.79,599.63,627.49,657.01,761.87,5600,0,11200,0,6350,12700,183,3664,337,3876,51,1297,0,6795,22492.0,43450.0,55154.0,7331.0
IL,HENDERSON,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 6,131.91,207.75,217.73,235.8,265.51,371.05,563.85,415.5,471.6,531.02,742.1,1127.7,547.41,603.52,662.93,874.02,679.33,735.44,794.85,1005.94,811.26,867.36,926.78,1137.86,339.66,367.72,397.42,502.97,471.59,499.64,529.34,634.89,603.51,631.55,661.27,766.81,3150,0,6300,0,6350,12700,183,3664,337,3876,51,1297,0,6795,22492.0,43450.0,55154.0,7331.0
IL,HENDERSON,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 6,113.55,178.81,187.4,202.95,228.52,319.36,485.29,357.62,405.9,457.04,638.72,970.58,471.17,519.44,570.59,752.27,584.72,633.0,684.14,865.82,698.27,746.55,797.69,979.37,292.36,316.5,342.07,432.91,405.9,430.04,455.62,546.46,519.46,543.59,569.16,660.01,4000,0,8000,0,6250,12500,183,3664,337,3876,51,1297,0,6795,22492.0,43450.0,55154.0,7331.0
IL,HENRY,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 6,97.9,154.16,161.57,174.98,197.03,275.33,418.41,308.33,349.96,394.06,550.67,836.82,406.24,447.86,491.96,648.57,504.14,545.76,589.86,746.48,602.04,643.66,687.76,844.38,252.07,272.88,294.93,373.24,349.97,370.78,392.83,471.14,447.87,468.68,490.73,569.04,5000,0,12700,0,6250,12700,1259,25083,2177,28198,295,11440,11,49328,24915.0,49164.0,61467.0,50486.0
IL,HENRY,Rural,Coventry Health Care,Bronze,PPO,Rating Area 6,131.07,206.42,216.32,234.28,263.8,368.66,560.21,412.84,468.56,527.6,737.32,1120.42,543.91,599.63,658.67,868.39,674.98,730.7,789.74,999.46,806.05,861.77,920.81,1130.53,337.49,365.35,394.87,499.73,468.55,496.41,525.94,630.79,599.63,627.49,657.01,761.87,5600,0,11200,0,6350,12700,1259,25083,2177,28198,295,11440,11,49328,24915.0,49164.0,61467.0,50486.0
IL,HENRY,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 6,131.91,207.75,217.73,235.8,265.51,371.05,563.85,415.5,471.6,531.02,742.1,1127.7,547.41,603.52,662.93,874.02,679.33,735.44,794.85,1005.94,811.26,867.36,926.78,1137.86,339.66,367.72,397.42,502.97,471.59,499.64,529.34,634.89,603.51,631.55,661.27,766.81,3150,0,6300,0,6350,12700,1259,25083,2177,28198,295,11440,11,49328,24915.0,49164.0,61467.0,50486.0
IL,HENRY,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 6,113.55,178.81,187.4,202.95,228.52,319.36,485.29,357.62,405.9,457.04,638.72,970.58,471.17,519.44,570.59,752.27,584.72,633.0,684.14,865.82,698.27,746.55,797.69,979.37,292.36,316.5,342.07,432.91,405.9,430.04,455.62,546.46,519.46,543.59,569.16,660.01,4000,0,8000,0,6250,12500,1259,25083,2177,28198,295,11440,11,49328,24915.0,49164.0,61467.0,50486.0
IL,IROQUOIS,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 9,105.81,166.63,174.63,189.13,212.96,297.61,452.25,333.26,378.26,425.92,595.22,904.5,439.07,484.07,531.73,701.03,544.88,589.88,637.54,806.84,650.69,695.69,743.35,912.65,272.44,294.94,318.77,403.42,378.25,400.75,424.58,509.23,484.06,506.56,530.39,615.04,5000,0,12700,0,6250,12700,645,14394,1511,15890,191,6177,10,27876,23400.0,47323.0,56541.0,29718.0
IL,IROQUOIS,Rural,Coventry Health Care,Bronze,PPO,Rating Area 9,111.57,175.7,184.13,199.42,224.54,313.8,476.85,351.4,398.84,449.08,627.6,953.7,462.96,510.4,560.65,739.17,574.54,621.98,672.22,850.74,686.1,733.55,783.79,962.31,287.27,310.99,336.11,425.37,398.84,422.55,447.67,536.94,510.4,534.13,559.25,648.51,5600,0,11200,0,6350,12700,645,14394,1511,15890,191,6177,10,27876,23400.0,47323.0,56541.0,29718.0
IL,IROQUOIS,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 9,117.13,184.45,193.31,209.36,235.73,329.44,500.61,368.9,418.72,471.46,658.88,1001.22,486.03,535.85,588.58,776.01,603.16,652.98,705.72,893.14,720.29,770.11,822.84,1010.27,301.58,326.49,352.86,446.57,418.71,443.62,469.99,563.7,535.83,560.75,587.12,680.82,3150,0,6300,0,6350,12700,645,14394,1511,15890,191,6177,10,27876,23400.0,47323.0,56541.0,29718.0
IL,IROQUOIS,Rural,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 9,131.41,206.95,216.89,234.89,264.48,369.61,561.66,413.9,469.78,528.96,739.22,1123.32,545.31,601.19,660.38,870.64,676.74,732.61,791.8,1002.06,808.16,864.04,923.22,1133.48,338.37,366.3,395.9,501.03,469.78,497.72,527.31,632.45,601.21,629.15,658.74,763.87,4000,0,8000,0,6250,12500,645,14394,1511,15890,191,6177,10,27876,23400.0,47323.0,56541.0,29718.0
IL,JACKSON,Urban,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 13,110.35,173.78,182.12,197.24,222.09,310.38,471.65,347.56,394.48,444.18,620.76,943.3,457.9,504.83,554.53,731.11,568.26,615.18,664.88,841.46,678.6,725.53,775.23,951.81,284.13,307.59,332.44,420.73,394.48,417.94,442.78,531.07,504.82,528.29,553.14,641.42,5000,0,12700,0,6250,12700,1290,28137,3281,35940,313,10810,76,58284,19294.0,32169.0,50787.0,60218.0
IL,JACKSON,Urban,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 13,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,1290,28137,3281,35940,313,10810,76,58284,19294.0,32169.0,50787.0,60218.0
IL,JACKSON,Urban,Land of Lincoln Mutual Health Insurance Company,Bronze,PPO,Rating Area 13,137.83,217.05,227.47,246.35,277.39,387.65,589.07,434.1,492.7,554.78,775.3,1178.14,571.93,630.53,692.61,913.13,709.76,768.36,830.44,1050.96,847.59,906.19,968.27,1188.79,354.88,384.18,415.22,525.48,492.71,522.01,553.04,663.31,630.54,659.84,690.88,801.14,4000,0,8000,0,6250,12500,1290,28137,3281,35940,313,10810,76,58284,19294.0,32169.0,50787.0,60218.0
IL,JASPER,Rural,Blue Cross Blue Shield of Illinois,Bronze,PPO,Rating Area 13,110.35,173.78,182.12,197.24,222.09,310.38,471.65,347.56,394.48,444.18,620.76,943.3,457.9,504.83,554.53,731.11,568.26,615.18,664.88,841.46,678.6,725.53,775.23,951.81,284.13,307.59,332.44,420.73,394.48,417.94,442.78,531.07,504.82,528.29,553.14,641.42,5000,0,12700,0,6250,12700,228,4617,395,5559,57,2264,1,9578,21467.0,46546.0,53034.0,9698.0
IL,JASPER,Rural,Coventry Health Care,Bronze,PPO,Rating Area 13,133.74,210.62,220.73,239.05,269.17,376.17,571.62,421.24,478.1,538.34,752.34,1143.24,554.98,611.84,672.08,886.08,688.72,745.58,805.82,1019.82,822.46,879.32,939.56,1153.56,344.36,372.79,402.91,509.91,478.1,506.53,536.65,643.65,611.84,640.27,670.39,777.39,5600,0,11200,0,6350,12700,228,4617,395,5559,57,2264,1,9578,21467.0,46546.0,53034.0,9698.0
IL,JASPER,Rural,"Health Alliance Medical Plans, Inc.",Bronze,HMO,Rating Area 13,125.76,198.05,207.55,224.78,253.1,353.71,537.5,396.1,449.56,506.2,707.42,1075.0,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,3150,0,6300,0,6350,12700,228,4617,395,5559,57,2264,1,9578,21467.0,46546.0,53034.0,9698.0
